decision,Model,Path Gambar,Nama File,Jumlah Objek,Kelas Unik,Kelas Dominan,Label YOLO Format
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_13-18-49.jpg,CAMERA_1_2025-06-24_13-18-49.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_13-20-32.jpg,CAMERA_1_2025-06-24_13-20-32.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",16,"['16 0.407061 0.639837 0.020496 0.020505', '11 0.444139 0.827534 0.019866 0.019853', '19 0.549769 0.75243 0.019633 0.020018', '14 0.408922 0.560977 0.020804 0.020721', '3 0.368143 0.704526 0.055038 0.112953', '7 0.610207 0.568216 0.019638 0.019712', '4 0.557071 0.785967 0.020711 0.020686', '8 0.499906 0.737725 0.019381 0.020077', '6 0.473074 0.560521 0.020412 0.02062', '15 0.314577 0.672043 0.019881 0.020025', '9 0.500479 0.774728 0.019937 0.020553', '17 0.458634 0.63695 0.019972 0.019807', '5 0.577655 0.928928 0.021091 0.020771', '12 0.535705 0.930049 0.020743 0.020722', '10 0.458007 0.677005 0.019473 0.019094', '18 0.527456 0.660623 0.019923 0.019406', '13 0.546522 0.929875 0.020753 0.02087', '2 0.344411 0.451495 0.020152 0.039909']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_13-22-07.jpg,CAMERA_1_2025-06-24_13-22-07.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_13-23-51.jpg,CAMERA_1_2025-06-24_13-23-51.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_13-25-29.jpg,CAMERA_1_2025-06-24_13-25-29.jpg,5,"[6, 7, 14, 18, 19]",7,"['7 0.604755 0.568749 0.020246 0.020267', '6 0.468213 0.561988 0.020387 0.020741', '18 0.522206 0.66084 0.020287 0.020408', '14 0.40453 0.564193 0.020732 0.020748', '19 0.543859 0.75219 0.020203 0.021073']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_13-27-10.jpg,CAMERA_1_2025-06-24_13-27-10.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_13-28-51.jpg,CAMERA_1_2025-06-24_13-28-51.jpg,14,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18]",11,"['11 0.444512 0.839968 0.020663 0.020856', '5 0.578966 0.941047 0.020925 0.021059', '1 0.575809 0.724346 0.05566 0.123146', '8 0.500272 0.750526 0.020184 0.020819', '16 0.343617 0.712088 0.019709 0.020095', '10 0.458003 0.689415 0.019718 0.019737', '9 0.500769 0.788762 0.019912 0.02132', '15 0.328531 0.635162 0.02058 0.020702', '12 0.536615 0.942895 0.022073 0.022088', '17 0.396046 0.659251 0.020746 0.021081', '7 0.466934 0.570105 0.020303 0.020206', '18 0.465567 0.652382 0.019403 0.01945', '13 0.548596 0.942411 0.021159 0.021826', '2 0.344191 0.470703 0.02087 0.049262']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_13-30-29.jpg,CAMERA_1_2025-06-24_13-30-29.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_13-32-11.jpg,CAMERA_1_2025-06-24_13-32-11.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_13-33-46.jpg,CAMERA_1_2025-06-24_13-33-46.jpg,16,"[0, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18]",0,"['16 0.344583 0.705536 0.020623 0.020607', '11 0.443681 0.829682 0.019931 0.020066', '9 0.499912 0.779992 0.019488 0.019501', '1 0.57185 0.712364 0.051481 0.114234', '5 0.576883 0.929966 0.020597 0.02035', '7 0.465831 0.566739 0.020301 0.01994', '17 0.39597 0.654536 0.020117 0.019946', '18 0.464302 0.646734 0.019769 0.019844', '8 0.498723 0.742505 0.019917 0.019711', '15 0.329793 0.629466 0.020684 0.020618', '10 0.456352 0.683166 0.019701 0.019873', '12 0.535183 0.932949 0.020529 0.020683', '6 0.333655 0.566358 0.019938 0.019957', '13 0.546166 0.932813 0.020631 0.020522', '0 0.345059 0.445656 0.019944 0.018918', '0 0.345175 0.449205 0.019904 0.021462']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_13-35-28.jpg,CAMERA_1_2025-06-24_13-35-28.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_13-37-12.jpg,CAMERA_1_2025-06-24_13-37-12.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_13-38-51.jpg,CAMERA_1_2025-06-24_13-38-51.jpg,17,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",16,"['16 0.404926 0.629101 0.019913 0.020041', '4 0.553255 0.77295 0.019907 0.020255', '10 0.455177 0.665715 0.018874 0.019159', '11 0.440967 0.814778 0.019912 0.01987', '8 0.496286 0.725562 0.019274 0.019626', '6 0.470071 0.552245 0.019821 0.019759', '18 0.52318 0.649777 0.0195 0.019607', '9 0.497144 0.762237 0.019409 0.019747', '3 0.366018 0.694933 0.058105 0.118737', '5 0.573828 0.914993 0.020425 0.020083', '17 0.455011 0.626007 0.019674 0.020069', '7 0.606061 0.55894 0.020214 0.020425', '14 0.406642 0.554537 0.01974 0.019626', '13 0.543486 0.915614 0.019513 0.020008', '19 0.545375 0.73959 0.020202 0.020494', '12 0.532597 0.916252 0.019536 0.020076', '15 0.31307 0.661155 0.019416 0.019529']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_13-40-33.jpg,CAMERA_1_2025-06-24_13-40-33.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_13-42-08.jpg,CAMERA_1_2025-06-24_13-42-08.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_13-43-50.jpg,CAMERA_1_2025-06-24_13-43-50.jpg,17,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",11,"['11 0.444223 0.830803 0.01971 0.019663', '4 0.557164 0.789807 0.020368 0.020558', '18 0.527261 0.664558 0.020708 0.020682', '10 0.458193 0.681746 0.019128 0.019554', '14 0.40908 0.565425 0.020442 0.020281', '5 0.57784 0.93081 0.020915 0.020833', '15 0.314563 0.676168 0.020274 0.020352', '19 0.549313 0.756323 0.020348 0.020727', '9 0.500635 0.778775 0.020029 0.020438', '3 0.367639 0.708794 0.057234 0.117442', '8 0.499409 0.742108 0.019261 0.019485', '6 0.473035 0.564616 0.019683 0.019574', '17 0.458289 0.641245 0.019851 0.019666', '12 0.535387 0.933502 0.020573 0.02107', '7 0.609549 0.572455 0.020155 0.020194', '13 0.546503 0.933099 0.020877 0.020956', '16 0.407337 0.643551 0.020252 0.020004']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_13-45-31.jpg,CAMERA_1_2025-06-24_13-45-31.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_13-47-06.jpg,CAMERA_1_2025-06-24_13-47-06.jpg,8,"[3, 4, 5, 6, 7, 14, 16, 19]",7,"['7 0.609205 0.575963 0.020763 0.021053', '14 0.406985 0.570665 0.02138 0.020861', '4 0.555986 0.797479 0.020352 0.020037', '19 0.54884 0.763511 0.019942 0.020004', '16 0.406006 0.650999 0.022643 0.022666', '5 0.577369 0.939804 0.021009 0.019644', '6 0.47105 0.569359 0.020345 0.020556', '3 0.366897 0.717521 0.056029 0.11607']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_13-48-50.jpg,CAMERA_1_2025-06-24_13-48-50.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_13-50-32.jpg,CAMERA_1_2025-06-24_13-50-32.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_13-52-07.jpg,CAMERA_1_2025-06-24_13-52-07.jpg,11,"[1, 5, 7, 8, 9, 10, 11, 12, 13, 17, 18]",11,"['11 0.445357 0.840606 0.020701 0.020926', '10 0.458463 0.69115 0.019978 0.019726', '1 0.576643 0.722818 0.055153 0.117771', '8 0.500761 0.750535 0.0205 0.020681', '5 0.579713 0.942031 0.020722 0.020771', '9 0.501083 0.78901 0.020032 0.02099', '18 0.466151 0.653691 0.019629 0.019675', '7 0.466979 0.571554 0.020645 0.020624', '13 0.548768 0.9433 0.021599 0.02117', '12 0.536786 0.943896 0.021811 0.021078', '17 0.39639 0.660965 0.02085 0.020416']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_13-53-53.jpg,CAMERA_1_2025-06-24_13-53-53.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_13-55-35.jpg,CAMERA_1_2025-06-24_13-55-35.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_13-57-10.jpg,CAMERA_1_2025-06-24_13-57-10.jpg,14,"[1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18]",1,"['1 0.569878 0.714371 0.064733 0.128867', '16 0.342489 0.703955 0.019943 0.020176', '9 0.497006 0.779452 0.019101 0.019491', '17 0.393869 0.652772 0.019951 0.020235', '11 0.441269 0.829496 0.019962 0.020249', '7 0.464041 0.565905 0.02027 0.020352', '5 0.573889 0.929995 0.020779 0.020854', '15 0.328136 0.628388 0.019819 0.019998', '10 0.453963 0.682188 0.019983 0.020112', '8 0.49666 0.741783 0.020162 0.0211', '18 0.461813 0.645735 0.01963 0.019964', '13 0.543785 0.930477 0.021332 0.021748', '6 0.33188 0.565185 0.019994 0.020172', '12 0.53214 0.931238 0.021117 0.021935']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_13-58-56.jpg,CAMERA_1_2025-06-24_13-58-56.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-00-33.jpg,CAMERA_1_2025-06-24_14-00-33.jpg,15,"[2, 3, 4, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19]",7,"['7 0.605901 0.568273 0.019422 0.019577', '19 0.545711 0.751335 0.020494 0.020454', '16 0.403855 0.640693 0.020024 0.020109', '14 0.405673 0.563021 0.019831 0.019572', '11 0.440929 0.828158 0.019857 0.019981', '8 0.495864 0.738463 0.019161 0.020024', '17 0.455089 0.637313 0.019931 0.019932', '3 0.365504 0.705144 0.054575 0.111977', '9 0.496686 0.775597 0.019011 0.019292', '6 0.46959 0.561661 0.020117 0.02009', '4 0.553446 0.7865 0.020531 0.021252', '18 0.52333 0.66088 0.020295 0.019992', '10 0.454608 0.67737 0.019352 0.019473', '2 0.339411 0.450183 0.019801 0.03149', '15 0.311641 0.673727 0.019725 0.020003']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-02-20.jpg,CAMERA_1_2025-06-24_14-02-20.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-04-03.jpg,CAMERA_1_2025-06-24_14-04-03.jpg,16,"[2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",4,"['4 0.56029 0.799737 0.020097 0.020272', '18 0.530192 0.672783 0.020215 0.020253', '5 0.580167 0.942711 0.020708 0.020264', '11 0.44614 0.841339 0.019968 0.020071', '19 0.552743 0.765107 0.020086 0.020066', '7 0.612948 0.579028 0.020144 0.020225', '16 0.408873 0.651932 0.020406 0.020519', '10 0.460335 0.689373 0.019918 0.01987', '17 0.460829 0.648915 0.020157 0.020323', '8 0.501603 0.751318 0.019797 0.020663', '9 0.502767 0.788014 0.0198 0.020612', '14 0.410313 0.572025 0.020223 0.020123', '6 0.474967 0.570807 0.020191 0.020018', '13 0.549459 0.943707 0.020891 0.021209', '12 0.538236 0.944156 0.021154 0.02149', '2 0.347915 0.462092 0.021374 0.027476']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-06-13.jpg,CAMERA_1_2025-06-24_14-06-13.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-07-52.jpg,CAMERA_1_2025-06-24_14-07-52.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-09-35.jpg,CAMERA_1_2025-06-24_14-09-35.jpg,14,"[1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18]",9,"['9 0.49889 0.780187 0.019186 0.019432', '11 0.443299 0.83007 0.020096 0.020439', '16 0.343891 0.704758 0.019787 0.020195', '1 0.572269 0.713983 0.057545 0.122732', '7 0.465574 0.567 0.02002 0.02014', '5 0.575651 0.930583 0.020911 0.020655', '10 0.456324 0.683609 0.018924 0.019639', '8 0.498189 0.743531 0.019905 0.020339', '18 0.463944 0.646433 0.01934 0.019861', '15 0.329552 0.629534 0.020041 0.020042', '13 0.545427 0.931732 0.020487 0.020704', '12 0.534341 0.932092 0.020553 0.020853', '17 0.395618 0.653961 0.020269 0.020355', '6 0.333302 0.565953 0.019849 0.020304']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-11-12.jpg,CAMERA_1_2025-06-24_14-11-12.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-12-57.jpg,CAMERA_1_2025-06-24_14-12-57.jpg,15,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",16,"['16 0.403373 0.639695 0.019946 0.020369', '7 0.605621 0.567411 0.020334 0.020307', '14 0.405451 0.561993 0.020184 0.020031', '19 0.546081 0.750191 0.020289 0.019875', '9 0.496162 0.774439 0.019541 0.020089', '8 0.495002 0.737708 0.019996 0.020798', '11 0.440806 0.82643 0.019733 0.020087', '10 0.45459 0.676978 0.01961 0.019436', '18 0.523546 0.659394 0.020256 0.02023', '17 0.454838 0.63623 0.020379 0.020394', '4 0.552907 0.784091 0.020425 0.020349', '6 0.469166 0.560336 0.020495 0.020682', '13 0.543812 0.928094 0.02114 0.021072', '12 0.532315 0.928049 0.02097 0.021047', '5 0.574854 0.926952 0.020696 0.020407']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-15-00.jpg,CAMERA_1_2025-06-24_14-15-00.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-16-42.jpg,CAMERA_1_2025-06-24_14-16-42.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-18-19.jpg,CAMERA_1_2025-06-24_14-18-19.jpg,5,"[2, 6, 14, 15, 17]",14,"['14 0.406742 0.565485 0.020561 0.020414', '6 0.471234 0.563819 0.020287 0.020252', '17 0.457444 0.640624 0.019269 0.019587', '2 0.342464 0.453924 0.021242 0.032394', '15 0.313104 0.676461 0.020489 0.020757']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-19-58.jpg,CAMERA_1_2025-06-24_14-19-58.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-21-41.jpg,CAMERA_1_2025-06-24_14-21-41.jpg,5,"[2, 3, 7, 14, 15]",14,"['14 0.40883 0.564882 0.020462 0.020422', '15 0.314695 0.673739 0.0199 0.020217', '3 0.368218 0.706008 0.05407 0.111945', '2 0.342529 0.449413 0.0209 0.030978', '7 0.60785 0.571667 0.020229 0.019856']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-23-19.jpg,CAMERA_1_2025-06-24_14-23-19.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-25-03.jpg,CAMERA_1_2025-06-24_14-25-03.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-26-39.jpg,CAMERA_1_2025-06-24_14-26-39.jpg,8,"[3, 4, 6, 7, 14, 15, 18, 19]",18,"['18 0.525159 0.650325 0.020291 0.020256', '15 0.314882 0.662947 0.019563 0.019881', '7 0.607533 0.559629 0.019878 0.0198', '19 0.547575 0.739235 0.019565 0.020004', '6 0.471684 0.553031 0.020075 0.020079', '4 0.555403 0.772527 0.022428 0.022709', '3 0.367517 0.693335 0.053066 0.115375', '14 0.408554 0.556084 0.019824 0.019497']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-28-19.jpg,CAMERA_1_2025-06-24_14-28-19.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-30-02.jpg,CAMERA_1_2025-06-24_14-30-02.jpg,16,"[2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",9,"['9 0.499768 0.780955 0.01963 0.020307', '14 0.407911 0.567688 0.020082 0.019973', '11 0.443928 0.832751 0.01986 0.019882', '4 0.556274 0.791124 0.020203 0.020186', '18 0.526297 0.665902 0.020529 0.020446', '5 0.57742 0.932578 0.020907 0.020557', '19 0.548815 0.758072 0.019607 0.020058', '6 0.471302 0.56651 0.019608 0.019638', '8 0.498593 0.744058 0.019516 0.019583', '10 0.457521 0.683337 0.019493 0.019895', '16 0.406367 0.646823 0.020393 0.020482', '12 0.535576 0.934806 0.021171 0.021816', '17 0.457585 0.643356 0.019897 0.020114', '13 0.546787 0.934369 0.020665 0.021447', '7 0.608079 0.572061 0.019833 0.01963', '2 0.343711 0.45719 0.020145 0.027822']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-41-14.jpg,CAMERA_1_2025-06-24_14-41-14.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-42-28.jpg,CAMERA_1_2025-06-24_14-42-28.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-44-56.jpg,CAMERA_1_2025-06-24_14-44-56.jpg,16,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",6,"['6 0.47039 0.568832 0.019873 0.020002', '14 0.405872 0.569321 0.020496 0.020317', '4 0.555011 0.796312 0.020776 0.020573', '16 0.403843 0.649512 0.020427 0.020579', '17 0.455591 0.645797 0.020168 0.020584', '10 0.455286 0.686422 0.019492 0.019564', '18 0.524576 0.669173 0.020386 0.02055', '5 0.576058 0.937723 0.020874 0.020228', '3 0.365063 0.716038 0.053935 0.113909', '19 0.547245 0.761763 0.020054 0.020129', '7 0.608102 0.575593 0.020269 0.020541', '9 0.497473 0.785728 0.019756 0.020041', '8 0.496691 0.747871 0.019715 0.019604', '13 0.544989 0.940067 0.020327 0.020807', '12 0.534139 0.940296 0.020244 0.02047', '11 0.441679 0.837727 0.019491 0.019306']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-46-39.jpg,CAMERA_1_2025-06-24_14-46-39.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-48-21.jpg,CAMERA_1_2025-06-24_14-48-21.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-49-56.jpg,CAMERA_1_2025-06-24_14-49-56.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",4,"['4 0.558793 0.8011 0.020757 0.020379', '11 0.444592 0.842318 0.020089 0.020032', '18 0.52833 0.674144 0.020665 0.020545', '16 0.407868 0.652933 0.020635 0.020865', '6 0.47409 0.572745 0.020234 0.02046', '10 0.459047 0.69096 0.020217 0.019888', '8 0.500331 0.752424 0.019918 0.020593', '14 0.408979 0.57269 0.020444 0.020673', '17 0.45921 0.649492 0.020385 0.020525', '7 0.611384 0.580799 0.020122 0.020161', '9 0.501197 0.790421 0.020001 0.020478', '3 0.367534 0.71809 0.056793 0.117788', '5 0.579191 0.943143 0.020772 0.020588', '19 0.550756 0.767915 0.019691 0.019691', '12 0.536826 0.944624 0.021112 0.021488', '13 0.548013 0.944048 0.02136 0.021388', '15 0.313938 0.684468 0.02085 0.021128', '2 0.34486 0.466292 0.020588 0.029117']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-51-42.jpg,CAMERA_1_2025-06-24_14-51-42.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-53-23.jpg,CAMERA_1_2025-06-24_14-53-23.jpg,15,"[1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18]",9,"['9 0.49973 0.780462 0.019542 0.020147', '11 0.443372 0.830256 0.020462 0.020826', '16 0.343311 0.704224 0.019828 0.020361', '7 0.465954 0.564521 0.019948 0.020275', '17 0.395141 0.65247 0.020003 0.020343', '1 0.573305 0.714264 0.052463 0.120643', '8 0.498808 0.742834 0.019457 0.01979', '10 0.456764 0.682112 0.019208 0.019634', '12 0.534688 0.932795 0.021228 0.02202', '15 0.328824 0.627794 0.020119 0.020346', '13 0.546379 0.932605 0.021678 0.021971', '18 0.464555 0.644988 0.019606 0.019945', '5 0.577643 0.930805 0.021314 0.02122', '6 0.332589 0.56469 0.020231 0.020627', '2 0.344508 0.459242 0.021601 0.05153']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-54-57.jpg,CAMERA_1_2025-06-24_14-54-57.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-56-40.jpg,CAMERA_1_2025-06-24_14-56-40.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-58-18.jpg,CAMERA_1_2025-06-24_14-58-18.jpg,11,"[1, 5, 7, 8, 9, 10, 11, 12, 13, 17, 18]",1,"['1 0.569899 0.705312 0.051758 0.113036', '5 0.575277 0.924895 0.021081 0.020926', '18 0.461784 0.63965 0.020129 0.020285', '9 0.497482 0.773855 0.019561 0.020036', '11 0.441221 0.825425 0.020458 0.020819', '10 0.453468 0.676845 0.019384 0.019282', '7 0.462663 0.559871 0.020671 0.020633', '8 0.49656 0.736583 0.020209 0.02063', '17 0.392251 0.648039 0.0202 0.02082', '13 0.54443 0.926999 0.020003 0.020408', '12 0.533369 0.927127 0.020516 0.020389']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_14-59-59.jpg,CAMERA_1_2025-06-24_14-59-59.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_15-01-40.jpg,CAMERA_1_2025-06-24_15-01-40.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_15-03-38.jpg,CAMERA_1_2025-06-24_15-03-38.jpg,17,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",11,"['11 0.443459 0.833272 0.020276 0.020425', '9 0.499467 0.781021 0.019451 0.01998', '14 0.407158 0.567779 0.020134 0.02017', '5 0.577366 0.931738 0.020598 0.020371', '18 0.525956 0.666105 0.019958 0.020133', '4 0.555743 0.791184 0.020327 0.02023', '6 0.471122 0.566716 0.020271 0.020238', '19 0.548445 0.757604 0.019571 0.02003', '8 0.498615 0.74372 0.018862 0.019253', '10 0.45701 0.68338 0.019323 0.019557', '7 0.608295 0.572623 0.020149 0.019821', '17 0.457157 0.643523 0.019932 0.020217', '12 0.535295 0.934654 0.020373 0.020802', '16 0.406321 0.646381 0.020421 0.020575', '13 0.546321 0.934373 0.020808 0.020793', '3 0.366803 0.713377 0.055745 0.117747', '15 0.313243 0.680619 0.020335 0.02062']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_15-05-02.jpg,CAMERA_1_2025-06-24_15-05-02.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_15-08-19.jpg,CAMERA_1_2025-06-24_15-08-19.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",4,"['4 0.555277 0.788066 0.020138 0.02015', '11 0.443422 0.829533 0.019979 0.01993', '18 0.526477 0.66456 0.01968 0.019813', '5 0.576008 0.929799 0.020291 0.02003', '14 0.408948 0.566284 0.020548 0.020529', '19 0.54783 0.755086 0.019694 0.019979', '17 0.457771 0.641053 0.020065 0.019899', '9 0.499448 0.778738 0.01922 0.019357', '10 0.45772 0.680586 0.019307 0.019333', '8 0.498524 0.741875 0.018824 0.019105', '3 0.367747 0.707249 0.055967 0.114005', '6 0.472753 0.565166 0.019769 0.019654', '12 0.534692 0.93188 0.020067 0.020481', '13 0.5455 0.931674 0.020354 0.020583', '16 0.407472 0.643584 0.020036 0.019921', '7 0.608618 0.572402 0.019932 0.019729', '15 0.315307 0.675397 0.019765 0.019839', '2 0.34333 0.45334 0.019749 0.032963']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_15-10-10.jpg,CAMERA_1_2025-06-24_15-10-10.jpg,0,[],-,[]
